SubjID Var1 Var2 Var3 Patterns FreqPatterns initial_gik1 initial_gik2 initial_gik3 initial_gik4 final_gik1 final_gik2 final_gik3 final_gik4
ID172 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID173 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID174 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID175 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID176 2 1 2 212 34 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID177 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID178 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID179 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID18 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID180 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID181 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID182 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID183 1 2 2 122 40 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID184 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID185 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID186 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID187 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID188 1 2 2 122 40 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID189 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID19 1 1 3 113 40 0.25 0.25 0.25 0.25 0 0 0.6901 0.3099
ID190 2 1 2 212 34 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID191 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID192 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID193 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID194 1 1 3 113 40 0.25 0.25 0.25 0.25 0 0 0.6901 0.3099
ID195 1 2 2 122 40 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID196 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID197 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID198 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID199 1 1 3 113 40 0.25 0.25 0.25 0.25 0 0 0.6901 0.3099
ID2 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID20 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID200 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID201 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID202 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID203 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID204 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID205 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID206 1 1 3 113 40 0.25 0.25 0.25 0.25 0 0 0.6901 0.3099
ID207 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID208 1 1 3 113 40 0.25 0.25 0.25 0.25 0 0 0.6901 0.3099
ID209 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID21 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID210 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID211 2 2 2 222 30 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID212 1 2 4 124 26 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID213 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID214 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID215 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID216 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID217 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID218 2 2 3 223 44 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID219 3 1 3 313 40 0.25 0.25 0.25 0.25 0 0.0291 0.9709 0
ID22 1 2 4 124 26 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID220 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID221 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID222 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID223 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID224 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID225 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID226 1 1 3 113 40 0.25 0.25 0.25 0.25 0 0 0.6901 0.3099
ID227 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID228 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID229 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID23 3 1 1 311 39 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID230 2 2 2 222 30 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID231 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID232 3 1 1 311 39 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID233 1 2 4 124 26 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID234 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID235 2 1 2 212 34 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID236 1 2 2 122 40 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID237 2 2 2 222 30 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID238 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID239 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID24 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID240 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID241 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID242 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID243 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID244 1 2 2 122 40 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID245 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID246 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID247 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID248 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID249 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID25 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID250 3 1 1 311 39 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID251 1 2 2 122 40 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID252 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID253 1 2 2 122 40 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID254 1 2 2 122 40 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID255 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID256 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID257 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID258 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID259 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID26 2 1 2 212 34 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID260 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID261 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID262 1 1 3 113 40 0.25 0.25 0.25 0.25 0 0 0.6901 0.3099
ID263 1 1 3 113 40 0.25 0.25 0.25 0.25 0 0 0.6901 0.3099
ID264 1 2 4 124 26 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID265 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID266 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID267 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID268 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID269 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID27 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID270 2 1 2 212 34 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID271 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID272 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID273 3 1 1 311 39 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID274 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID275 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID276 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID277 1 2 4 124 26 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID278 1 2 2 122 40 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID279 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID28 2 2 3 223 44 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID280 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID281 1 2 4 124 26 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID282 3 1 3 313 40 0.25 0.25 0.25 0.25 0 0.0291 0.9709 0
ID283 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID284 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID285 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID286 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID287 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID288 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID289 1 2 2 122 40 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID29 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID290 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID291 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID292 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID293 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID294 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID295 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID296 2 1 2 212 34 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID297 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID298 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID299 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID3 3 1 3 313 40 0.25 0.25 0.25 0.25 0 0.0291 0.9709 0
ID30 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID300 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID301 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID302 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID303 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID304 2 2 3 223 44 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID305 2 2 2 222 30 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID306 2 2 3 223 44 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID307 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID308 3 1 1 311 39 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID309 3 1 1 311 39 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID31 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID310 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID311 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID312 3 1 3 313 40 0.25 0.25 0.25 0.25 0 0.0291 0.9709 0
ID313 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID314 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID315 2 2 3 223 44 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID316 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID317 3 1 1 311 39 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID318 3 1 1 311 39 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID319 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID32 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID320 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID321 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID322 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID323 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID324 2 2 2 222 30 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID325 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID326 2 2 2 222 30 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID327 2 2 2 222 30 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID328 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID329 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID33 3 1 3 313 40 0.25 0.25 0.25 0.25 0 0.0291 0.9709 0
ID330 1 1 3 113 40 0.25 0.25 0.25 0.25 0 0 0.6901 0.3099
ID331 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID332 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID333 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID334 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID335 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID336 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID337 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID338 3 1 3 313 40 0.25 0.25 0.25 0.25 0 0.0291 0.9709 0
ID339 2 1 2 212 34 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID34 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID340 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID341 1 1 3 113 40 0.25 0.25 0.25 0.25 0 0 0.6901 0.3099
ID342 3 1 1 311 39 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID343 2 1 2 212 34 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID344 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID345 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID346 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID347 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID348 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID349 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID35 3 1 3 313 40 0.25 0.25 0.25 0.25 0 0.0291 0.9709 0
ID350 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID351 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID352 1 1 3 113 40 0.25 0.25 0.25 0.25 0 0 0.6901 0.3099
ID353 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID354 1 1 3 113 40 0.25 0.25 0.25 0.25 0 0 0.6901 0.3099
ID355 2 1 2 212 34 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID356 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID357 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID358 2 2 3 223 44 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID359 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID36 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID360 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID361 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID362 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID363 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID364 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID365 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID366 1 2 2 122 40 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID367 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID368 2 2 1 221 26 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID369 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID37 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID370 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID371 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID372 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID373 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID374 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID375 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID376 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID377 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID378 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID379 2 2 1 221 26 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID38 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID380 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID381 2 2 3 223 44 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID382 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID383 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID384 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID385 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID386 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID387 1 2 4 124 26 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID388 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID389 2 2 3 223 44 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID39 1 2 4 124 26 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID390 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID391 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID392 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID393 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID394 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
